,word,mean,syn
258,tiny,"[': very small or diminutive : minute', ': very small', ': very small']","['atomic', 'bitsy', 'bitty', 'infinitesimal', 'itty-bitty', 'itsy-bitsy', 'little bitty', 'microminiature', 'microscopic', 'microscopical', 'miniature', 'minuscule', 'minute', 'teensy', 'teensy-weensy', 'teeny', 'teeny-weeny', 'wee', 'weeny', 'weensy']"
259,tutor,"[': a person charged with the instruction and guidance of another: such as', ': a private teacher', ': a teacher in a British university who gives individual instruction to undergraduates', ': to teach or guide usually individually in a special subject or for a particular purpose : coach', ': to have the guardianship, tutelage, or care of', ': to do the work of a tutor', ': to receive instruction especially privately', ': a teacher who works with one student', ': a teacher at a British university who works with one student or a small group of students', ': to teach a single student : to teach someone as a tutor', ': a teacher who works with an individual student', ': to teach usually individually', ': a guardian of a minor or sometimes of a person with mental retardation  — compare committee, conservator, curator']","['educate', 'indoctrinate', 'instruct', 'lesson', 'school', 'teach', 'train']"
260,apparent,"[': open to view : visible', ': clear or manifest to the understanding', ': appearing as actual to the eye or mind', ': manifest to the senses or mind as real or true on the basis of evidence that may or may not be factually valid', ': having an indefeasible right to succeed to a title or estate', ': easy to see or understand', ': seeming to be true but possibly not true', ': clear to the understanding : evident', ': open to view : visible', ': appearing to be real or true', ': clear or manifest to the senses', ': manifest to the senses or mind as real or true on the basis of evidence that may or may not be valid upon deeper investigation', ': capable of being easily seen, perceived, or discovered', ': having a right to succeed to a title or estate that cannot be defeated', "": appearing to one's senses and especially one's vision or to one's understanding as real or true on the basis of evidence that may or may not be correct or factual""]","['assumed', 'evident', 'ostensible', 'ostensive', 'presumed', 'prima facie', 'putative', 'reputed', 'seeming', 'supposed']"
261,blind,"[': sightless', ': having less than ¹/₁₀ of normal vision in the more efficient eye when refractive defects are fully corrected by lenses', ': of or relating to sightless persons', ': unable or unwilling to discern or judge', ': unquestioning', ': having no regard to rational discrimination, guidance, or restriction', ': lacking a directing or controlling consciousness', ': drunk sense 1a', ': made or done without sight of certain objects or knowledge of certain facts that could serve for guidance or cause bias', '  — compare double-blind, single-blind', ': having no knowledge of information that may cause bias during the course of an experiment or test', ': defective: such as', ': lacking a growing point or producing leaves instead of flowers', ': lacking a complete or legible address', ': difficult to discern, make out, or discover', ': hidden from sight : covered', ': having but one opening or outlet', ': having no opening for light or passage : blank', ': to make blind', ': dazzle', ': to withhold light from', ': hide, conceal', ': something to hinder sight or keep out light: such as', ': a window shutter', ': a roller window shade', ': venetian blind', ': blinder', ': a place of concealment', ': a concealing enclosure from which one may shoot game or observe wildlife', ': something put forward for the purpose of misleading : subterfuge', ': a person who acts as a decoy or distraction', ': blindly: such as', ': to the point of insensibility', ': without seeing outside an airplane', ': without knowledge of certain facts that could serve for guidance or cause bias', ': unable to see', ': unable to notice or judge something', ': accepting the actions or decisions of someone or something without any questions or criticism', ': to cause (someone) to be unable to see : to make (someone) blind', ': to cause (someone) to be unable to see for a short time', ': to cause (someone) to be unable to think clearly or to act reasonably', ': something that is used to cover a window from the inside of a room', ': a roll of cloth or plastic that is hung at the top of a window and pulled down over the window', ': a place where hunters hide from animals while they are hunting', ': something that is used to trick people or to prevent people from noticing a particular thing', "": without seeing outside of an airplane : using only a plane's instruments"", ': to the degree that you are unable to think clearly or to act reasonably', ': unable or nearly unable to see', ': lacking in judgment or understanding', ': unquestioning', ': closed at one end', ': to cause the permanent loss of sight in', ': to make it impossible to see well for a short time', ': a device to reduce sight or keep out light', ': a place of hiding', ': with only instruments as guidance', ': lacking or deficient in sight', ': having less than ¹/₁₀ of normal vision in the more efficient eye when refractive defects are fully corrected by lenses', ': of or relating to sightless persons', ': designed to prevent participants from having information that could cause bias', '  — see double-blind, single-blind', ': having no knowledge of information that may cause bias during the course of an experiment or test', ': having but one opening or outlet', ': to make blind']","['eyeless', 'sightless', 'stone-blind', 'visionless']"
262,calculate,"[': to determine by mathematical processes', ': to reckon by exercise of practical judgment : estimate', ': to solve or probe the meaning of : figure out', ': to design or adapt for a purpose', ': to judge to be true or probable', ': intend', ': to make a calculation', ': to forecast consequences', ': count, rely', ': to find (a number, answer, etc.) by using mathematical processes', ': to get a general idea about the value, size, or cost of (something) : estimate', ': to find by adding, subtracting, multiplying, or dividing : compute', ': estimate entry 1', ': to plan by careful thought : intend']","['cipher', 'compute', 'figure', 'reckon', 'work out']"
263,chat,"[': chatter, prattle', ': to talk in an informal or familiar manner', ': to take part in an online discussion in a chat room', ': to talk to', ': to talk lightly, glibly, or flirtatiously with ', ': idle small talk : chatter', ': light informal or familiar talk', ': conversation', ': any of several songbirds (as of the genera Cercomela, Granatellus, or Icteria)', ': online discussion in a chat room', ': an instance of such discussion ', ': to talk with someone in a casual way', ': to talk over the Internet by sending messages back and forth in a chat room', ': a light and friendly conversation', ': a talk held over the Internet by people using a chat room', ': to talk in a friendly way about things that are not serious', ': to talk over the Internet by sending messages back and forth in a chat room', ': a light friendly conversation', ': a talk held over the Internet by people using a chat room']","['babble', 'blab', 'cackle', 'chaffer', 'chatter', 'chin', 'converse', 'gab', 'gabble', 'gas', 'jabber', 'jaw', 'kibitz', 'kibbitz', 'natter', 'palaver', 'patter', 'prate', 'prattle', 'rap', 'rattle', 'run on', 'schmooze', 'shmooze', 'talk', 'twitter', 'visit']"
264,commit,"[': to carry into action deliberately : perpetrate', ': obligate, bind', ': to pledge or assign to some particular course or use', ': to reveal the views of', ': to put into charge or trust : entrust', ': to place in a prison or mental institution', ': to consign or record for preservation', ': to put into a place for disposal or safekeeping', ': to refer (something, such as a legislative bill) to a committee for consideration and report', ': to obligate or pledge oneself', ': to perpetrate an offense', ': to do (something that is illegal or harmful)', ': to decide to use (a person, money, etc.) for some particular purpose or use', ': to say that (someone or something) will definitely do something : to make (someone or something) obligated to do something', ': to bring about : perform', ': to make secure or put in safekeeping : entrust', ': to place in or send to a prison or mental hospital', ': to pledge to do some particular thing', ': to place in a prison or mental institution', "": to put into another's charge or trust : entrust, consign"", ': to place in a prison or mental hospital especially by judicial order', '  — compare institutionalize, interdict', ': to send (as a legislative bill) to a committee for consideration and report', ': to carry into action deliberately : perpetrate', ': obligate, bind', ': to obligate or bind oneself']","['accomplish', 'achieve', 'bring off', 'carry off', 'carry out', 'compass', 'do', 'execute', 'follow through (with)', 'fulfill', 'fulfil', 'make', 'negotiate', 'perform', 'perpetrate', 'prosecute', 'pull off', 'put through']"
265,compose,"[': to form by putting together : fashion', ': to form the substance of : constitute', ': to produce (columns, pages of type, etc.) by composition', ': to create by mental or artistic labor : produce', ': to formulate and write (a piece of music)', ': to compose music for', ': to deal with or act on so as to reduce to a minimum', ': to arrange in proper or orderly form', ': to free from agitation : calm, settle', ': to practice composition (as of literary, musical, or typographical work)', ': to come together to form or make (something)', ': to create and write (a piece of music or writing)', ': to practice the art of writing music', ': to form by putting together', ': to be the parts or materials of', ': to create and write', ': to make calm : get under control']","['cast', 'craft', 'draft', 'draw up', 'formulate', 'frame', 'prepare']"
266,dormitory,"[': a room for sleeping', ': a large room containing numerous beds', ': a residence hall providing rooms for individuals or for groups usually without private baths', ': a residential community inhabited chiefly by commuters', ': a building on a school campus that has rooms where students can live', ': a large room with many beds where people can sleep', ': a building at a school with rooms where students live', ': a large room for several people to sleep']", 
267,exhaust,"[': to consume entirely : use up', ': to tire extremely or completely', ': to deprive of a valuable quality or constituent', ': to draw off or let out completely', ': to empty by drawing off the contents', ': to create a vacuum in', ': to consider or discuss (a subject) thoroughly or completely', ': to try out the whole number of', ': discharge, empty', ': the escape of used gas or vapor from an engine', ': the gas or vapor thus escaping', ': the conduit through which used gases escape', ': an arrangement for removing fumes, dusts, or odors from an enclosure', ': exhaustion', "": to use all of someone's mental or physical energy : to tire out or wear out (someone) completely"", ': to completely use up (something, such as supplies or money)', ': to try all of (something)', ': the mixture of gases produced by an engine', ': a pipe or system of pipes through which exhaust is released', ': to tire out : fatigue', ': to use up completely', ': to try out all of', ': the gas that escapes from an engine', ': a system of pipes through which exhaust escapes', ': to draw off or let out completely', ': to empty by drawing off the contents', ': to create a vacuum in', ': to use up : consume completely', ': to tire extremely or completely', ': to extract completely with a solvent', ': to use up or consume entirely: as', ': to try all of (available remedies)', ': to bring (a claim) through all available prior levels of review']","['break', 'burn out', 'bust', 'do in', 'do up', 'drain', 'fag', 'fatigue', 'frazzle', 'harass', 'kill', 'knock out', 'outwear', 'tire', 'tucker (out)', 'wash out', 'wear', 'wear out', 'weary']"
268,greenhouse,"[': a structure enclosed (as by glass) and used for the cultivation or protection of tender plants', ': a clear plastic shell (such as a canopy) covering a section of an airplane', ': a compartment (as for a bombardier) enclosed by such a shell', ': of, relating to, contributing to, or caused by the greenhouse effect', ': a building or part of a building that has glass walls and a glass roof and that is used for growing plants', "": relating to or caused by the warming of the Earth's atmosphere that is caused by air pollution : relating to or caused by the greenhouse effect"", ': a building with clear walls and roof (as of glass) for growing plants']","['conservatory', 'glasshouse', 'hothouse']"
269,ignore,"[': to refuse to take notice of', ': to reject (a bill of indictment) as ungrounded', ': to refuse to show that you hear or see (something or someone)', ': to do nothing about or in response to (something or someone)', ': to pay no attention to']","['bypass', 'disregard', 'forget', 'neglect', 'overlook', 'overpass', 'pass over', 'slight', 'slur (over)']"
270,obvious,"[': easily discovered, seen, or understood', ': being in the way or in front', ': easy to see or notice', ': easy for the mind to understand or recognize', ': easily found, seen, or understood', ': easily seen, discovered, or understood', ': readily apparent to a person of ordinary skill in a particular art considering the scope and content of the prior art  — see also patent ']","['apparent', 'bald', 'bald-faced', 'barefaced', 'bright-line', 'broad', 'clear', 'clear-cut', 'crystal clear', 'decided', 'distinct', 'evident', 'lucid', 'luculent', 'luminous', 'manifest', 'nonambiguous', 'open-and-shut', 'palpable', 'patent', 'pellucid', 'perspicuous', 'plain', 'ringing', 'straightforward', 'transparent', 'unambiguous', 'unambivalent', 'unequivocal', 'unmistakable']"
271,physics,"[': a science that deals with matter and energy and the way they act on each other in heat, light, electricity, and sound', ': a science that deals with matter and energy and their interactions', ': the physical processes and phenomena of a particular system', ': the physical properties and composition of something', ': a science that deals with the facts about matter and motion and includes the subjects of mechanics, heat, light, electricity, sound, and the atomic nucleus', ': a science that deals with matter and energy and their interactions in the fields of mechanics, acoustics, optics, heat, electricity, magnetism, radiation, atomic structure, and nuclear phenomena']", 
272,portion,"["": an individual's part or share of something: such as"", ': a share received by gift or inheritance', ': dowry', ': enough food especially of one kind to serve one person at one meal', "": an individual's lot, fate, or fortune : one's share of good and evil"", ': an often limited part of a whole', ': to divide into portions : distribute', ': to allot a dowry to : dower', ': a part of a larger amount, area, etc.', ': a part of something that is shared with other people', ': the amount of food that is served to a person at one time', ': to divide (something) into parts and give those parts to people', ': a part or share of a whole', ': serving', ': to divide into parts : distribute']","['circumstance', 'destiny', 'doom', 'fate', 'fortune', 'kismet', 'lot']"
273,remind,"[': to put in mind of something : cause to remember', ': to make (someone) think about something again : to cause (someone) to remember something', ': to cause to remember']", 
274,secretary,"[': one employed to handle correspondence and manage routine and detail work for a superior', "": an officer of a business concern who may keep records of directors' and stockholders' meetings and of stock ownership and transfer and help supervise the company's legal interests"", ': an officer of an organization or society responsible for its records and correspondence', ': an officer of state who superintends a government administrative department', ': writing desk, escritoire', ': a writing desk with a top section for books', ': a person whose job is to handle records, letters, etc., for another person in an office', ': a person in a club or other organization who is in charge of keeping letters and records', ': an official who is selected by the President and is in charge of a particular department of the government', ': a person who is employed to take care of records, letters, and routine work for another person', ': an officer of a business corporation or society who is in charge of the letters and records and who keeps minutes of meetings', ': a government official in charge of a department', ': a writing desk with a top section for books', "": an officer of a business concern who may keep records of directors' and stockholders' meetings and of stock ownership and transfer and help supervise the company's interests"", ': a government officer who superintends an administrative department']","['clerk', 'register', 'registrar', 'scribe']"
275,severe,"[': very bad, serious, or unpleasant', ': causing a lot of physical pain or suffering', ': very harsh', ': strict in judgment, discipline, or government', ': of a strict or stern bearing or manner : austere', ': rigorous in restraint, punishment, or requirement : stringent', ': strongly critical or condemnatory', ': maintaining a scrupulously exacting standard of behavior or self-discipline', ': establishing exacting standards of accuracy and integrity in intellectual processes', ': sober or restrained in decoration or manner : plain', ': causing discomfort or hardship : harsh', ': very painful or harmful', ': requiring great effort : arduous', ': of a great degree', ': serious in feeling or manner', ': hard to bear or deal with', ': very strict : harsh', ': not using unnecessary ornament : plain']","['austere', 'authoritarian', 'flinty', 'hard', 'harsh', 'heavy-handed', 'ramrod', 'rigid', 'rigorous', 'stern', 'strict', 'tough']"
276,talent,"[': a special often athletic, creative, or artistic aptitude', ': general intelligence or mental power : ability', ': the natural endowments of a person', ': a person of talent or a group of persons of talent in a field or activity', ': any of several ancient units of weight', ': a unit of value equal to the value of a talent of gold or silver', ': a characteristic feature, aptitude, or disposition of a person or animal', ': a special ability that allows someone to do something well', ': a person or group of people with a special ability to do something well : a talented person or group', ': people who are sexually attractive', ': unusual natural ability', ': a special often creative or artistic ability', ': a person or group of people having special ability']","['aptitude', 'bent', 'endowment', 'faculty', 'flair', 'genius', 'gift', 'head', 'knack']"
277,thesis,"[': a long piece of writing on a particular subject that is done to earn a degree at a university', ': a statement that someone wants to discuss or prove', ': a dissertation embodying results of original research and especially substantiating a specific view', ': one written by a candidate for an academic degree', ': a proposition to be proved or one advanced without proof : hypothesis', ': a position or proposition that a person (such as a candidate for scholastic honors) advances and offers to maintain by argument', ': the unstressed part of a poetic foot especially in accentual verse', ': the longer part of a poetic foot especially in quantitative verse', ': the accented part of a musical measure : downbeat  — compare arsis', ': the first and least adequate stage of dialectic  — compare synthesis', ': a statement that a person wants to discuss or prove', ': an essay presenting results of original research']","['argument', 'assertion', 'contention']"
278,uniform,"[': having always the same form, manner, or degree : not varying or variable', ': consistent in conduct or opinion', ': of the same form with others : conforming to one rule or mode : consonant', ': presenting an unvaried appearance of surface, pattern, or color', ': relating to or being convergence of a series whose terms are functions in such manner that the absolute value of the difference between the sum of the first n terms of the series and the sum of all terms can be made arbitrarily small for all values of the domain of the functions by choosing the nth term sufficiently far along in the series', ': to bring into uniformity', ': to clothe with a uniform', ': dress of a distinctive design or fashion worn by members of a particular group and serving as a means of identification', ': distinctive or characteristic clothing', ': not varying or changing : staying the same at all times, in all places, or for all parts or members', ': a special kind of clothing that is worn by all the members of a group or organization (such as an army or team)', ': always the same in form, manner, appearance, or degree throughout or over time', ': special clothing worn by members of a particular group (as an army)', ': of, relating to, or based on a uniform act']","['even', 'invariant', 'steady', 'unchanging', 'undeviating', 'unvarying', 'unwavering']"
279,vision,"[': the ability to see : sight or eyesight', ': something that you imagine : a picture that you see in your mind', ': something that you see or dream especially as part of a religious or supernatural experience', ': the act or power of seeing : sight', ': the special sense by which the qualities of an object (such as color, luminosity, shape, and size) constituting its appearance are perceived through a process in which light rays entering the eye are transformed by the retina into electrical signals that are transmitted to the brain via the optic nerve', ': something seen in a dream, trance, or ecstasy', ': a supernatural appearance that conveys a revelation', ': a thought, concept, or object formed by the imagination', ': a manifestation to the senses of something immaterial', ': the act or power of imagination', ': mode of seeing or conceiving', ': unusual discernment or foresight', ': direct mystical awareness of the supernatural usually in visible form', ': something seen', ': a lovely or charming sight', ': envision', ': the sense by which the qualities of an object (as color) that make up its appearance are perceived through a process in which light rays entering the eye are transformed into signals that pass to the brain', ': the act or power of seeing : sight', ': something dreamt or imagined', ': exceptional ability to know or believe what should happen or be done in the future', ': the act or power of seeing : sight', ': the special sense by which the qualities of an object (as color, luminosity, shape, and size) constituting its appearance are perceived through a process in which light rays entering the eye are transformed by the retina into electrical signals that are transmitted to the brain via the optic nerve']","['chimera', 'conceit', 'daydream', 'delusion', 'dream', 'fancy', 'fantasy', 'phantasy', 'figment', 'hallucination', 'illusion', 'nonentity', 'phantasm', 'fantasm', 'pipe dream', 'unreality']"
280,absorb,"[': to take in (something, such as water) in a natural or gradual way', ': to take in (knowledge, attitudes, etc.) : acquire, learn', ': use up, consume', ': to take in and make part of an existent whole', ': to engage or engross wholly', ': to receive without recoil or echo', ': endure, sustain', ': assume, bear', ': to transform (radiant energy) into a different form especially with a resulting rise in temperature', ': to take in or swallow up', ': to hold the complete attention of', ': to receive without giving back', ': to take up especially by capillary, osmotic, solvent, or chemical action', ': to transform (radiant energy) into a different form usually with a resulting rise in temperature', ': to make (a right guaranteed by the U.S. Constitution) applicable to the states', ': to bear or assume the burden of', ': to lessen the tax liability for']","['drink', 'imbibe', 'soak (up)', 'sponge', 'suck (up)', 'take up']"
281,boss,"[': a person who exercises control or authority', ': one who directs or supervises workers ', ': one who controls votes in a party organization or dictates appointments or legislative measures', ': to give usually arbitrary orders to', ': to exercise control or authority over : to act as boss (see boss entry 1) of', ': excellent, first-rate', ': a raised ornamentation (as on a belt or shield) : stud', ': an ornamental projecting block used in architecture', ': a protuberant part or body', ': a soft pad used in ceramics and glassmaking', ': the hub of a propeller', ': to embellish (something, such as a belt or shield) with a raised decoration : to ornament with bosses (see boss entry 4) : emboss', ': to treat (something, such as the surface of porcelain) with a boss', ': cow, calf', ': great or excellent', ': the person at a job who tells workers what to do', ': the head of a group (as a political organization)', ': to give orders to', ': a protuberant part or body']","['boss man', 'captain', 'chief', 'foreman', 'head', 'headman', 'helmsman', 'honcho', 'jefe', 'kingpin', 'leader', 'master', 'taskmaster']"
282,committee,"[': a body of persons delegated to consider, investigate, take action on, or report on some matter', ': a group of fellow legislators chosen by a legislative body to give consideration to legislative matters ', ': a self-constituted organization for the promotion of a common object', "": a group of players on a team who share a particular role in the team's play instead of having an individual player principally assigned to that role"", ': a person to whom a charge or trust is committed', ': a group of people who are chosen to do a particular job or to make decisions about something', ': a group of persons appointed or elected to study a problem, plan an event, or perform a specific duty', ': a person to whom a charge (as an incompetent) is committed  — compare conservator, curator, guardian, tutor', ': a body of persons delegated or assigned to consider, investigate, act on, or report on some matter', ': a group of fellow legislators chosen by a legislative body to consider legislative matters (as drafting bills or conducting hearings) ', '  — see also conference committee, joint committee', ': a private organization for the promotion of a common object', '  — compare council']","['commission', 'panel']"
283,contract,"[': a binding agreement between two or more persons or parties', ': one legally enforceable ', ': a business arrangement for the supply of goods or services at a fixed price', ': the act of marriage or an agreement to marry', ': a document describing the terms of a contract', ': the final bid to win a specified number of tricks in bridge', ': an order or arrangement for a hired assassin to kill someone', ': to bring on oneself especially inadvertently : incur', ': to become affected with', ': to establish or undertake by contract', ': betroth', ': to establish (a marriage) formally', ': to hire by contract', ': to purchase (goods, services, etc.) on a contract basis', ': limit, restrict', ': knit, wrinkle', ': to draw together : concentrate', ': to reduce to smaller size by or as if by squeezing or forcing together', ': to shorten (a word) by omitting one or more sounds or letters', ': to make a contract', ': to draw together so as to become diminished in size', ': to become less in compass, duration, or length ', ': hired to execute a contract (see contract entry 1 sense 1a)', ': a legal agreement between people, companies, etc.', ': a document on which the words of a contract are written', ': an agreement to kill a person for money', ': to make (something) smaller or shorter', ': to become smaller', ': to become ill with (a disease)', ': a legal agreement', ': a written document that shows the terms and conditions of a legal agreement', ': to agree by contract', ': to become sick with : catch', ': to draw together and make shorter and broader', ': to make or become smaller : shrink', ': to make (as a word) shorter by dropping sounds or letters', ': to become affected with', ': to reduce to smaller size by or as if by squeezing or drawing together', ': to cause to undergo contraction', ': to cause to shorten and thicken', ': to draw together so as to become diminished in size', ': to undergo contraction', ': to shorten and thicken', "": an agreement between two or more parties that creates in each party a duty to do or not do something and a right to performance of the other's duty or a remedy for the breach of the other's duty"", ': a document embodying such an agreement  — see also accept, bargain entry 2, breach, cause sense 4, consent, consideration, duty, meeting of the minds, obligation, offer, performance, promise, rescind, social contract, subcontract, Uniform Commercial Code ', ': a contract (as a security agreement) made to secure the performance of another obligation  — compare principal contract in this entry', ': contract of adhesion in this entry', "": a contract in which either party's performance is dependent on an uncertain event"", ': a contract in which both parties have promised to perform  — compare unilateral contract in this entry', ': a contract in which the obligations of the parties to perform are equal to each other in value', ': quasi contract in this entry', ': land installment contract in this entry', ': implied contract in this entry', ': quasi contract in this entry', ': a contract that is not negotiated by the parties and that is usually embodied in a standardized form prepared by the dominant party', ': a contract that does not require consideration in order to be binding but that must be sealed, delivered, and show a clear intention of the parties to create a contract under seal', ': a contract for goods stipulating that the seller assumes the risk of loss from damage to the goods until they arrive at the destination specified in the contract  — compare shipment contract in this entry', ': one of two contracts made by the same parties with regard to the same transaction', ': one of two contracts made with regard to the sale of real estate of which one states an inaccurately high price for the purpose of defrauding a lender into providing a larger loan', ': a contract that sets forth promises that are not yet performed', ': a contract created by the explicit language of the parties  — compare implied contract in this entry', ': a contract made binding by the observance of required formalities regardless of the giving of consideration', ': a contract that is a contract under seal, a recognizance, a letter of credit, or a negotiable instrument ', ': a privately negotiated investment contract in which a buyer commits to purchase something (as a quantity of a commodity, security, or currency) at a predetermined price on a set future date', ': a contract purchased or sold on an exchange in which a party agrees to buy or sell a quantity of a commodity on a specified future date at a set price : future', ': a contract in which one party promises to do something without receiving anything in return  — compare onerous contract in this entry', ': an investment contract under which an institutional investor deposits a lump sum of money (as a pension fund) with an insurance company that guarantees the return of principal and a specific amount of interest at the end of the contract term', ': such a contract considered as an investment ', ': a contract in which at least one party makes an illusory promise', ': a contract that a court infers to exist from the words and conduct of the parties', ': quasi contract in this entry', ': quasi contract in this entry', ': any contract that is not a formal contract', ': a contract that is given no special designation as to its purpose  — compare nominate contract in this entry', ': a contract in which performance is tendered in installments (as by separate periodic delivery of goods)', ': an agreement or transaction in which a party invests money in a common enterprise the profits from which are derived from the efforts of others', ': a contract between an employer and a labor union reached through and containing the results of collective bargaining : collective bargaining agreement', ': a contract for the purchase of real property in which the seller retains the deed to the property or otherwise continues to have an interest in it until the buyer makes payments in installments equal to the full purchase price or as much of the purchase price as agreed upon', ': a contract directly relating to the navigation, business, or commerce of the high seas or other navigable waters and falling within the jurisdiction of the admiralty court', ': a contract given a special designation (as sale, insurance, or lease)  — compare innominate contract in this entry', ': a contract in which each party obligates himself or herself in exchange for the promise of the other  — compare gratuitous contract in this entry', ': a contract in which a time period is specified within which an offer must be accepted', ': a contract in which the buyer agrees to buy and the seller agrees to sell all of a kind of goods that the seller produces', ': a contract from which a secured obligation arises  — compare accessory contract in this entry', ': an obligation that is not created by a contract but that is imposed by law to prevent the unjust enrichment of one party from the acts of another party', ': a lawful and voluntary act that benefits another for which the law imposes an obligation on the beneficiary or a third party to compensate the actor  — compare offense sense 2', ': a contract in which the seller agrees to sell and the buyer agrees to buy all of a kind of goods that the buyer requires', ': a contract in which the seller bears the risk of loss from damage to the goods only until they are brought to the place of shipment  — compare destination contract in this entry', ': informal contract in this entry', ': a contract containing provisions and stipulations not ordinarily found in contracts of its kind', ': formal contract in this entry', ': a contract between parties to a prior contract that takes the place of and discharges the obligations under the prior contract  — compare accord sense 3, novation', ': bilateral contract in this entry', ': a contract in which only one party is obligated to perform  — compare bilateral contract in this entry', ': an illegal employment contract in which a worker disavows membership in and agrees not to join a labor union in order to get a job', ': an insurance policy', ': the study of the law regarding contracts', ': to undertake or establish by a contract', ': to purchase (as goods or services) on a contract basis', ': to make a contract']","['bond', 'covenant', 'deal', 'guarantee', 'guaranty', 'surety', 'warranty']"
284,crew,"[': a band or force of armed men', ': a group of people associated together in a common activity or by common traits or interests', ': gang sense 1a', ': a company of people working on one job or under one foreman or operating a machine', ': the whole company belonging to a ship sometimes including the officers and master', ': one who assists the skipper of a sailboat', ': the persons who have duties on an aircraft in flight', ': the rowers and coxswain of a racing shell', ': rowing', ': to act as a member of a crew', ': to serve as a crew member on (a ship, an aircraft, etc.)', ': to supply (something) with people (as for service)', ': the group of people who operate a ship, airplane, or train', ': the people who work on a ship except the officers and captain', ': a group of people who do a specified kind of work together', ': to work as a member of a crew that operates a ship or airplane', ': the group of people who operate a ship, train, or airplane', ': a group of people working together', ': a gathering of people']","['cabal', 'conspiracy', 'gang', 'Mafia', 'mob', 'ring', 'syndicate']"
285,devote,"[': to commit by a solemn act', ': to give over or direct (time, money, effort, etc.) to a cause, enterprise, or activity', ': to set apart for a special purpose', ': to give up to entirely or in part']","['allocate', 'consecrate', 'dedicate', 'earmark', 'give up (to)', 'reserve', 'save', 'set by']"
286,dig,"[': to break up, turn, or loosen (earth) with an implement', ': to prepare the soil of', ': to bring to the surface by digging : unearth', ': to bring to light or out of hiding', ': to hollow out or form by removing earth : excavate', ': to drive down so as to penetrate : thrust', ': poke, prod', ': to pay attention to : notice', ': understand, appreciate', ': like, admire', ': to turn up, loosen, or remove earth', ': to work hard or laboriously', ': to advance by or as if by removing or pushing aside material', ': thrust, poke', ': a cutting remark', ': accommodations (see accommodation sense 1a) for living or working', ': lodging sense 2b', ': an archaeological excavation site', ': the excavation itself ', 'digest', ': to move soil, sand, snow, etc., in order to create a hole', ': to form (a hole, tunnel, etc.) by removing soil, sand, snow, etc.', ': to uncover (something that is underground) by moving earth, soil, sand, etc.', ': a push with a body part (such as your elbow) : a poke or thrust', ': a criticism or insult that is directed toward a particular person or group', ': a place where scientists try to find buried objects by digging', ': the act of digging for buried objects', ': to turn up, loosen, or remove the soil', ': to turn up or remove with a shovel or by similar means', ': to form by removing earth', ': to uncover or search by or as if by turning up earth', ': prod entry 1 sense 1, poke', ': to begin eating', ': to begin eating', ': to try to discover information', ': to uncover or remove (as from soil)', ': discover', ': poke entry 2', ': a place where buried objects are being uncovered', ': a project to uncover buried objects', ': a nasty remark']","['excavate', 'shovel']"
287,dine,"[': to take dinner', ': to give a dinner to', ': dinner', ': to eat dinner : to have the main meal of the day', ': to eat dinner', ': to eat at a restaurant']","['eat', 'fare', 'feed', 'partake', 'refresh', 'victual']"
288,donate,"[': to make a gift of', ': to contribute to a public or charitable cause', ': to transfer (a particle, such as an electron) to another atom or molecule', ': to make a donation', ': to give (money, food, clothes, etc.) in order to help a person or organization', ': to give (blood, a body organ, etc.) to a hospital or other medical organization so that it can be given to someone who needs it', ': to give as a way of helping people in need', ': to transfer by a gift or donation', ': to make a donation  — compare give, sell']","['bestow', 'contribute', 'give', 'give away', 'present', 'volunteer']"
